-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_0000001_5000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_5000001_10000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_10000001_15000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_15000001_20000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_20000001_25000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_25000001_30000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_30000001_35000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_35000001_40000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_40000001_45000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_45000001_50000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_50000001_55000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_55000001_60000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gold/gvcf_gold_chr6_60000001_61515096.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_0000001_5000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_5000001_10000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_10000001_15000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_15000001_20000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_20000001_25000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_25000001_30000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_30000001_35000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_35000001_40000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_40000001_45000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_45000001_50000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_50000001_55000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_55000001_60000000.vcf.gz
-I /scratch/st-angert-1/genotypeGVCF/gvcf_gold_chr6_60000001_61515096.vcf.gz
